index,xp,yp,xt,yt,xm,ym
288,-12.120140545106318,-32.1464392795648,0.24132569,-1.7001942,-41.79943333963498,-12.166304470638488
289,-40.48744493046603,13.006712836839043,-10.014375,-4.3050284,-23.65507208953576,43.30083839934598
290,-44.75897394345379,26.129098010709683,-10.689351,-2.9066334,-24.56388979228601,55.46104416780089
291,-26.200919368646744,5.463421237302853,-5.0762815,-8.884758,-6.282022603621122,25.809616675287877
292,-42.67987713730087,19.476468520116402,-11.708411,-8.516276,-2.192083016750817,53.96955448235367
293,-10.047547678294706,7.8278505970613,0.36614716,-7.5955873,19.728984911155898,20.108968381750376
294,-38.83321141341672,5.545938842189004,-9.754256,-4.2888317,-29.755925668745917,37.61154499888995
295,-28.15188670144337,2.8148095065681367,-4.813936,-7.0747285,9.291690817838601,32.84114874552215
296,-43.16678741057875,15.258393525400594,-9.022666,-8.884427,-4.861500582233495,50.000073504083105
297,-33.65028898008359,11.149904138955156,-8.486235,-7.7976236,-10.929443611005587,35.56716332474633
298,-25.012590627763643,-2.540043915680177,-5.522415,-0.6377422,-38.285022121669314,15.588649511812823
299,-4.490682107389495,-31.623112540894773,1.7326663,-1.36521,-33.837516312988164,-17.773207487190206
300,-31.85228346852975,0.9739836755805221,-5.977665,-8.382271,-10.39191243617635,30.966694917524894
301,2.236627571944215,-42.95610889354579,4.097821,-1.7992176,-38.435418203125174,-29.58332297427748
302,-34.35929834776366,5.2499627821059045,-6.381587,-10.683155,-12.887011875852819,35.45816991513384
303,-44.356863632859636,17.23150461135048,-10.53513,-3.6849437,-30.64819509675338,49.03232700850325
304,-41.468847403880694,9.1970162352849,-7.274752,-4.206702,6.542849580468182,58.94187339091411
305,-37.18766896052269,3.0413560299541453,-6.7329807,-5.1349716,-29.908909689165082,33.02968607657014
306,-33.67005838131849,3.8567335519922237,-2.9384224,-9.402679,-38.95318865047764,31.847413464965058
307,-26.697984268663372,-8.104380841115015,-4.3613257,0.40529484,-21.436857200936384,17.87651073327739
308,-32.76168244031685,2.995837199799406,-4.5848,-8.022304,3.7482948172817943,36.645342822662634
309,-40.70130604750103,16.001208788979156,-10.727853,-9.714883,6.765981574852362,50.69061194294905
